Season,Competition,Category,Athlete,C1,K1,X1,,,
2025,World Championships,U23 Men,FARRAN Miquel,-,14,28,,,
2025,World Championships,U23 Men,GRIMANDI Gabriele,-,16,-,,,
2025,World Championships,U23 Men,PERREAU Noe,-,17,-,,,
2025,World Championships,U23 Men,FEHLMANN Nicolas,-,19,-,,,
2025,World Championships,U23 Men,PETRUSHEV Angel,-,20,-,,,
2025,World Championships,U23 Men,MISHIMA Yu,-,21,46,,,
2025,World Championships,U23 Men,ROHRER Pitt,-,22,26,,,
2025,World Championships,U23 Men,KOZLOV Ivan,-,23,11,,,
2025,World Championships,U23 Men,KUCHNO Tadeusz,-,24,7,,,
2025,World Championships,U23 Men,STANZEL Christian,-,25,-,,,
2025,World Championships,U23 Men,KREMSLEHNER Moritz,-,26,34,,,
2025,World Championships,U23 Men,KONRAD Marten,-,27,-,,,
2025,World Championships,U23 Men,STAFFEN Matus,-,28,-,,,
2025,World Championships,U23 Men,HANRAHAN Jonah,-,30,-,,,
2025,World Championships,U23 Men,CANO MOLE Luca,-,31,51,,,
2025,World Championships,U23 Men,ZEITLHOFER Simon,-,32,33,,,
2025,World Championships,U23 Men,SOVKO Serhii,-,33,37,,,
2025,World Championships,U23 Men,STANKO Filip,-,35,40,,,
2025,World Championships,U23 Men,JEKLIN Rene,-,36,41,,,
2025,World Championships,U23 Men,ANDEREGG Noe,-,37,-,,,
2025,World Championships,U23 Men,COLLIER Nicholas,-,38,1,,,
2025,World Championships,U23 Men,CIAGLO Michal,-,39,68,,,
2025,World Championships,U23 Men,MAYER Thomas,-,39,10,,,
2025,World Championships,U23 Men,UKALOVIC Thomas,-,41,32,,,
2025,World Championships,U23 Men,WILHELMER Noah,-,42,77,,,
2025,World Championships,U23 Men,CHRISTIE-WILLIAMS John Coleman,-,43,-,,,
2025,World Championships,U23 Men,GALOVIC Maximilian,-,45,-,,,
2025,World Championships,U23 Men,MARTINEZ Jesus,-,45,35,,,
2025,World Championships,U23 Men,LIAO Li-Hong,-,47,-,,,
2025,World Championships,U23 Men,LONG Kyler James,-,48,18,,,
2025,World Championships,U23 Men,LONG Merle,-,49,17,,,
2025,World Championships,U23 Men,YILMAZ Serkan Ozcan,-,50,-,,,
2025,World Championships,U23 Men,ETTWILLER Gael,-,51,83,,,
2025,World Championships,U23 Men,SAVLI Jakob,-,52,65,,,
2025,World Championships,U23 Men,COWAN Padraig,-,54,50,,,
2025,World Championships,U23 Men,NESHIME Daisuke,-,55,57,,,
2025,World Championships,U23 Men,PILBROW Ben,-,56,-,,,
2025,World Championships,U23 Men,MAMBETOV Imangali,-,57,55,,,
2025,World Championships,U23 Men,KITAMURA Koki,-,58,12,,,
2025,World Championships,U23 Men,CARNEIRO Victor Eduardo,-,59,61,,,
2025,World Championships,U23 Men,TASKIRAN Hasan Mert,-,60,-,,,
2025,World Championships,U23 Men,FIANDER Ossian,-,62,56,,,
2025,World Championships,U23 Men,FIANDER Gustaf,-,64,66,,,
2025,World Championships,U23 Men,BIERMANS Nils,-,65,49,,, 
2025,World Championships,U23 Men,NEDELJKOVIC Milutin,-,66,-,,,
2025,World Championships,U23 Men,VAINAUSKAS Paulius,-,67,-,,,
2025,World Championships,U23 Men,DEL TESO Mario,-,68,-,,,
2025,World Championships,U23 Men,REINOSO Fernando,-,71,67,,,
2025,World Championships,U23 Men,MACIJAUSKS Martins,-,72,74,,,
2025,World Championships,U23 Men,PETKEVICIUS Herkus,-,73,-,,,
2025,World Championships,U23 Men,PARK Moorim,-,74,70,,,
2025,World Championships,U23 Men,CURTIN Dominic,-,75,19,,,
2025,World Championships,U23 Men,VAN HEERDEN Matthew,-,76,64,,,
2025,World Championships,U23 Men,MARTINS Pedro,-,77,69,,,
2025,World Championships,U23 Men,FRIEDENSON Kaelin,-,78,20,,,
2025,World Championships,U23 Men,VERNON Reilly,-,80,-,,,
2025,World Championships,U23 Men,MASTALSKI Mikolaj,-,81,36,,,
2025,World Championships,U23 Men,JEMAI Salim,-,82,48,,,
2025,World Championships,U23 Men,YILMAZ Kubilay,-,83,-,,,
2025,World Championships,U23 Men,JACQUES Arthur,-,84,-,,,
2025,World Championships,U23 Men,RATHOD Pradhyumna Singh,-,85,78,,,
2025,World Championships,U23 Men,PELITE Peteris,-,86,-,,,
2025,World Championships,U23 Men,RAW Brayden,-,87,72,,,
2025,World Championships,U23 Men,MAGAN Raage,-,-,-,,,
2025,World Championships,U23 Men,MAGAN Aar,-,-,-,,,
2025,World Championships,U23 Men,BENINI Gino,-,-,4,,,
2025,World Championships,U23 Men,GALEA Riley,-,-,24,,,
2025,World Championships,U23 Men,SACHERS Felix,-,-,31,,,
2025,World Championships,U23 Men,DUDA Filip,-,-,38,,,
2025,World Championships,U23 Men,SEVCIK Matej,-,-,39,,,
2025,World Championships,U23 Men,BECKE David,-,-,42,,,
2025,World Championships,U23 Men,CUIGNON Ludovico,-,-,43,,,
2025,World Championships,U23 Men,KASPER Dominic,-,-,44,,,
2025,World Championships,U23 Men,FARADAY Lachlan,-,-,73,,,
2025,World Championships,Senior Women,ZWOLINSKA Klaudia,1,1,3,,,
2025,World Championships,Senior Women,MINAZOVA Alsu,2,16,47,,,
2025,World Championships,Senior Women,SATILA Ana,3,7,13,,,
2025,World Championships,Senior Women,LEIBFARTH Evy,4,9,8,,,
2025,World Championships,Senior Women,SATKOVA Martina,5,-,-,,,
2025,World Championships,Senior Women,PANKOVA Zuzana,6,8,22,,,
2025,World Championships,Senior Women,SATKOVA Gabriela,7,15,-,,,
2025,World Championships,Senior Women,WOODS Kimberley,8,2,9,,,
2025,World Championships,Senior Women,FOX Noemie,9,12,32,,,
2025,World Championships,Senior Women,DORIA Monica,10,30,15,,,
2025,World Championships,Senior Women,US Viktoriia,11,11,11,,,
2025,World Championships,Senior Women,HOCEVAR Eva Alina,12,10,46,,,
2025,World Championships,Senior Women,HERZOG Andrea,13,-,7,,,
2025,World Championships,Senior Women,MARX Alena,14,24,20,,,
2025,World Championships,Senior Women,LILIK Elena,15,14,-,,,
2025,World Championships,Senior Women,FORROW Bethan,16,-,-,,,
2025,World Championships,Senior Women,KOZOROG Alja,17,-,-,,,
2025,World Championships,Senior Women,MILLER Ellis,18,-,-,,,
2025,World Championships,Senior Women,LAZKANO Miren,19,-,21,,,
2025,World Championships,Senior Women,TEUNISSEN Lena,20,36,12,,,
2025,World Championships,Senior Women,WU Yishan,21,-,-,,,
2025,World Championships,Senior Women,BERTONCELLI Marta,22,-,-,,,
2025,World Championships,Senior Women,LUKNAROVA Emanuela,23,38,48,,,
2025,World Championships,Senior Women,NOVAK Lea,24,47,-,,,
2025,World Championships,Senior Women,LOGACHEVA Taisiia,25,-,-,,,
2025,World Championships,Senior Women,DELASSUS Doriane,26,-,-,,,
2025,World Championships,Senior Women,HUG Angele,27,-,1,,,
2025,World Championships,Senior Women,BORGHI Elena,28,-,-,,,
2025,World Championships,Senior Women,MORENOVA Adriana,29,-,-,,,
2025,World Championships,Senior Women,VILARRUBLA Nuria,30,-,-,,,
2025,World Championships,Senior Women,STANOVSKA Sona,31,13,19,,,
2025,World Championships,Senior Women,HUANG Juan,32,-,-,,,
2025,World Championships,Senior Women,BAYN Nele,33,-,29,,,
2025,World Championships,Senior Women,ESTACIA NETA Omira,34,41,26,,,
2025,World Championships,Senior Women,GORA Aleksandra,35,-,28,,,
2025,World Championships,Senior Women,CORCORAN Michaela,36,-,-,,,
2025,World Championships,Senior Women,LIU Gaoyi,37,-,-,,,
2025,World Championships,Senior Women,O'CALLAGHAN Georgia,38,-,50,,,
2025,World Championships,Senior Women,PRIOUX Lucie,39,-,-,,,
2025,World Championships,Senior Women,ALTMAN Marcella,40,33,35,,,
2025,World Championships,Senior Women,PLATA Laura,41,42,37,,,
2025,World Championships,Senior Women,CHUNG Yu-Han,42,-,-,,,
2025,World Championships,Senior Women,DANEK Hanna,43,35,-,,,
2025,World Championships,Senior Women,GARIFIANOVA Elina,44,-,-,,,
2025,World Championships,Senior Women,FERNANDES CASTRO Ana Paula,45,52,-,,,
2025,World Championships,Senior Women,ECKHARDT Kate,46,3,-,,,
2025,World Championships,Senior Women,REX Rosie,47,-,23,,,
2025,World Championships,Senior Women,OLAZABAL Klara,48,-,-,,,
2025,World Championships,Senior Women,CHOU Chih-Chin,49,-,-,,,
2025,World Championships,Senior Women,CULLWICK Kahlia,50,44,-,,,
2025,World Championships,Senior Women,FUNK Ricarda,-,4,6,,,
2025,World Championships,Senior Women,CHOURRAUT Maialen,-,5,4,,,
2025,World Championships,Senior Women,PRIGENT Camille,-,6,2,,,
2025,World Championships,Senior Women,GALUSKOVA Antonie,-,17,-,,,
2025,World Championships,Senior Women,LEAVER Lois,-,18,31,,,
2025,World Championships,Senior Women,VUITTON Emma,-,19,17,,,
2025,World Championships,Senior Women,SETCHELL Nikita,-,20,5,,,
2025,World Championships,Senior Women,GONI Leire,-,21,-,,,
2025,World Championships,Senior Women,NOVAK Ajda,-,22,25,,,
2025,World Championships,Senior Women,PIETRACHA Eva,-,23,-,,,
2025,World Championships,Senior Women,SRIBAR Ria,-,25,-,,,
2025,World Championships,Senior Women,SORRIBES Laia,-,26,30,,,
2025,World Championships,Senior Women,YAZAWA Aki,-,27,49,,,
2025,World Championships,Senior Women,XIE Xueting,-,28,42,,,
2025,World Championships,Senior Women,LI Shiting,-,29,14,,,
2025,World Championships,Senior Women,KRYLOVA Kseniia,-,31,16,,,
2025,World Championships,Senior Women,BRZESKA Dominika,-,32,33,,,
2025,World Championships,Senior Women,WILLIAMS Courtney,-,34,39,,,
2025,World Championships,Senior Women,WU Ting-I,-,37,45,,,
2025,World Championships,Senior Women,SOKOLOVA Mariia,-,39,34,,,
2025,World Championships,Senior Women,NESNIDALOVA Lucie,-,40,-,,,
2025,World Championships,Senior Women,REINOSO Sofia,-,43,38,,,
2025,World Championships,Senior Women,REN Ye,-,45,-,,,
2025,World Championships,Senior Women,XHEMAJLJI Blandine,-,46,43,,,
2025,World Championships,Senior Women,APEL Emily,-,48,-,,,
2025,World Championships,Senior Women,CHANG Chu-Han,-,49,24,,,
2025,World Championships,Senior Women,CROSBEE Sarah,-,50,-,,,
2025,World Championships,Senior Women,SABATTINI Chiara,-,51,18,,,
2025,World Championships,Senior Women,MILLS Waris,-,53,36,,,
2025,World Championships,Senior Women,KURIA Michelle Wambui,-,-,51,,,
2025,World Championships,Senior Women,KNEBLOVA Tereza,-,-,10,,,
2025,World Championships,Senior Women,HILGERTOVA Amalie,-,-,27,,,
2025,World Championships,Senior Women,DAVIDSON Codie,-,-,40,,,
2025,World Championships,Senior Women,PITCHER FARRELL Cleo,-,-,41,,,
2025,World Championships,Senior Women,SAMKOVA Olga,-,-,44,,,
2025,World Championships,Senior Men,GESTIN Nicolas,1,-,-,,,
2025,World Championships,Senior Men,WESTLEY Ryan,2,-,-,,,
2025,World Championships,Senior Men,BASSETT Kaylen,3,-,-,,,
2025,World Championships,Senior Men,TRAVE Miquel,4,16,-,,,
2025,World Championships,Senior Men,BENUS Matej,5,-,-,,,
2025,World Championships,Senior Men,SZTUBA Kacper,6,-,-,,,
2025,World Championships,Senior Men,BOZIC Luka,7,-,-,,,
2025,World Championships,Senior Men,TUCHSCHERER Lennard,8,-,-,,,
2025,World Championships,Senior Men,SAVSEK Benjamin,9,-,-,,,
2025,World Championships,Senior Men,MARTIKAN Michal,10,-,-,,,
2025,World Championships,Senior Men,DIAZ Oier,11,-,-,,,
2025,World Championships,Senior Men,MIRGORODSKY Marko,12,-,-,,,
2025,World Championships,Senior Men,SENECHAULT Yohann,13,-,-,,,
2025,World Championships,Senior Men,BURGESS Adam,14,-,-,,,
2025,World Championships,Senior Men,CECCON Paolo,15,-,-,,,
2025,World Championships,Senior Men,KHARLAMTSEV Aleksandr,16,-,-,,,
2025,World Championships,Senior Men,KOECHLIN Thomas,17,-,-,,,
2025,World Championships,Senior Men,BARZON Martino,18,-,-,,,
2025,World Championships,Senior Men,PRSKAVEC Jiri,19,3,-,,,
2025,World Championships,Senior Men,ROSS Benjamin,20,-,-,,,
2025,World Championships,Senior Men,VICENTE Marc,21,-,-,,,
2025,World Championships,Senior Men,ROYLE Luc,22,-,-,,,
2025,World Championships,Senior Men,ZHANG Zhicheng,23,-,-,,,
2025,World Championships,Senior Men,KRAL Adam,24,-,-,,,
2025,World Championships,Senior Men,CORREA Charles,25,-,-,,,
2025,World Championships,Senior Men,SMIRNOV Egor,26,11,63,,,
2025,World Championships,Senior Men,CARTER Tristan,27,-,-,,,
2025,World Championships,Senior Men,HENDRICK Robert,28,-,-,,,
2025,World Championships,Senior Men,KLEVLEEV Anvar,29,-,-,,,
2025,World Championships,Senior Men,HEGER Vojtech,30,-,-,,,
2025,World Championships,Senior Men,WIERCIOCH Michal,31,-,-,,,
2025,World Championships,Senior Men,KHRAMTSOV Dmitrii,32,-,-,,,
2025,World Championships,Senior Men,JEGOU Liam,33,-,-,,,
2025,World Championships,Senior Men,DEBLIQUY Mewen,34,-,-,,,
2025,World Championships,Senior Men,BALDONI Alex,35,56,20,,,
2025,World Championships,Senior Men,LOKKEN Zachary,36,-,-,,,
2025,World Championships,Senior Men,DA SILVA Kaua,37,-,-,,,
2025,World Championships,Senior Men,EICHFELD Casey,38,-,-,,,
2025,World Championships,Senior Men,OTTEN Joris,39,-,-,,,
2025,World Championships,Senior Men,PUCHNER Oliver,40,-,-,,,
2025,World Championships,Senior Men,COCHRANE Jake,41,-,-,,,
2025,World Championships,Senior Men,NOWOBILSKI Szymon,42,-,-,,,
2025,World Championships,Senior Men,SENIOR James,43,-,-,,,
2025,World Championships,Senior Men,MARINIC Matija,44,-,-,,,
2025,World Championships,Senior Men,ANDERSON Finn,45,-,-,,,
2025,World Championships,Senior Men,HANEDA Takuya,46,-,-,,,
2025,World Championships,Senior Men,TRIPANO Manuel,47,53,59,,,
2025,World Championships,Senior Men,WABU Youzhuacier,48,-,-,,,
2025,World Championships,Senior Men,WU Jung-Cheng,49,-,-,,,
2025,World Championships,Senior Men,SAITO Shota,50,-,-,,,
2025,World Championships,Senior Men,HARRIS Ryker,51,-,-,,,
2025,World Championships,Senior Men,PARRY Daniel,52,-,-,,,
2025,World Championships,Senior Men,ZHANG Peng,53,-,-,,,
2025,World Championships,Senior Men,MICOZZI Flavio,54,-,-,,,
2025,World Championships,Senior Men,CURCEL Leonardo,55,-,-,,,
2025,World Championships,Senior Men,PLAUDIS Martins,56,64,58,,,
2025,World Championships,Senior Men,FENTANES Ricardo,57,-,-,,,
2025,World Championships,Senior Men,HOCEVAR Ziga Lin,58,35,19,,,
2025,World Championships,Senior Men,ZIMMERMANN Niels,59,-,-,,,
2025,World Championships,Senior Men,PARLAK Mustafa,60,-,72,,,
2025,World Championships,Senior Men,NG Wee Meng,61,-,69,,,
2025,World Championships,Senior Men,MUCHIRI Samuel,-,-,71,,,
2025,World Championships,Senior Men,CASTRYCK Titouan,-,1,6,,,
2025,World Championships,Senior Men,KREJCI Jakub,-,2,8,,,
2025,World Championships,Senior Men,BUTCHER Finn,-,4,5,,,
2025,World Championships,Senior Men,DELFOUR Lucien,-,5,16,,,
2025,World Championships,Senior Men,KAUZER Peter,-,6,-,,,
2025,World Championships,Senior Men,DELASSUS Anatole,-,7,-,,,
2025,World Championships,Senior Men,DE COSTER Gabriel,-,8,40,,,
2025,World Championships,Senior Men,LEITNER Mario,-,9,24,,,
2025,World Championships,Senior Men,ANDERSON Timothy,-,10,18,,,
2025,World Championships,Senior Men,DE GENNARO Giovanni,-,12,15,,,
2025,World Championships,Senior Men,POLACZYK Mateusz,-,13,11,,,
2025,World Championships,Senior Men,FERRAZZI Xabier,-,14,39,,,
2025,World Championships,Senior Men,HALCIN Martin,-,15,32,,,
2025,World Championships,Senior Men,HENGST Stefan,-,17,30,,,
2025,World Championships,Senior Men,DICKSON Jonny,-,18,17,,,
2025,World Championships,Senior Men,DESNOS Mathieu,-,19,66,,,
2025,World Championships,Senior Men,ECHANIZ Pau,-,20,44,,,
2025,World Championships,Senior Men,DOUGOUD Martin,-,21,35,,,
2025,World Championships,Senior Men,HENDRICK Noel,-,22,-,,,
2025,World Championships,Senior Men,ADACHI Kazuya,-,23,-,,,
2025,World Championships,Senior Men,KOZLOV Ivan,-,24,38,,,
2025,World Championships,Senior Men,ROHRER Jan,-,25,26,,,
2025,World Championships,Senior Men,MUTO Yusuke,-,26,64,,,
2025,World Championships,Senior Men,POPE Benjamin,-,27,36,,,
2025,World Championships,Senior Men,GRIGAR Jakub,-,28,14,,,
2025,World Championships,Senior Men,TANAKA Yuuki,-,29,53,,,
2025,World Championships,Senior Men,BEDA Marcello,-,30,-,,,
2025,World Championships,Senior Men,BRZEZINSKI Jakub,-,31,33,,,
2025,World Championships,Senior Men,AUBERTIN Maxime,-,31,4,,,
2025,World Championships,Senior Men,CLARKE Joseph,-,33,1,,,
2025,World Championships,Senior Men,GONSENICA Adam,-,34,61,,,
2025,World Championships,Senior Men,RENIA Benjamin,-,36,9,,,
2025,World Championships,Senior Men,BARTA Jan,-,37,-,,,
2025,World Championships,Senior Men,LYU Luhui,-,38,22,,,
2025,World Championships,Senior Men,SNOOK George,-,39,70,,,
2025,World Championships,Senior Men,CHIARELLO Gelindo,-,40,41,,,
2025,World Championships,Senior Men,HUANG Liman,-,41,62,,,
2025,World Championships,Senior Men,EIGEL Pavel,-,42,34,,,
2025,World Championships,Senior Men,VERNON Reilly,-,43,-,,,
2025,World Championships,Senior Men,JACOB Lucas,-,44,67,,,
2025,World Championships,Senior Men,ZHANG Jiahao,-,45,47,,,
2025,World Championships,Senior Men,WU Shao-Hsuan,-,46,50,,,
2025,World Championships,Senior Men,ALVARENGA Frederico,-,47,51,,,
2025,World Championships,Senior Men,CUNHA Joao,-,48,54,,,
2025,World Championships,Senior Men,UKALOVIC Thomas,-,49,48,,,
2025,World Championships,Senior Men,MCCREERY Alistair,-,50,27,,,
2025,World Championships,Senior Men,GONCALVES Pedro,-,51,12,,,
2025,World Championships,Senior Men,IVCHENKO Artem,-,52,31,,,
2025,World Championships,Senior Men,KREMSLEHNER Moritz,-,54,46,,,
2025,World Championships,Senior Men,SOVKO Serhii,-,55,37,,,
2025,World Championships,Senior Men,PETRUSHEV Angel,-,57,73,,,
2025,World Championships,Senior Men,ZIELONKA Mark,-,58,55,,,
2025,World Championships,Senior Men,LONG Kyler James,-,59,57,,,
2025,World Championships,Senior Men,LIAO Li-Hong,-,60,65,,,
2025,World Championships,Senior Men,REINOSO Antonio,-,61,60,,,
2025,World Championships,Senior Men,ECHEVERRIA OLGUIN Andraz,-,62,42,,,
2025,World Championships,Senior Men,BOYD Trevor,-,63,45,,,
2025,World Championships,Senior Men,SRABOTNIK Martin,-,65,-,,,
2025,World Championships,Senior Men,POPIELA Dariusz,-,66,-,,,
2025,World Championships,Senior Men,HAYLETT Ben,-,67,-,,,
2025,World Championships,Senior Men,HEGGE Noah,-,68,7,,,
2025,World Championships,Senior Men,LLORENTE David,-,69,25,,,
2025,World Championships,Senior Men,MAPELLI Guilherme,-,70,52,,,
2025,World Championships,Senior Men,FRIEDENSON Kaelin,-,71,56,,,
2025,World Championships,Senior Men,COLLIER Nicholas,-,72,21,,,
2025,World Championships,Senior Men,WESTFALL Tyler,-,73,-,,,
2025,World Championships,Senior Men,GUBENKO Nikita,-,74,43,,,
2025,World Championships,Senior Men,MADORE Mathurin,-,-,2,,,
2025,World Championships,Senior Men,NOVAK Matyas,-,-,3,,,
2025,World Championships,Senior Men,LEAVER Sam,-,-,10,,,
2025,World Championships,Senior Men,OCHOA Manuel,-,-,13,,,
2025,World Championships,Senior Men,KUCHNO Tadeusz,-,-,23,,,
2025,World Championships,Senior Men,ROELLER Tillmann,-,-,28,,,
2025,World Championships,Senior Men,RUDORFER Martin,-,-,29,,,
2025,World Championships,Senior Men,LOCNIKAR Jan,-,-,49,,,
2025,World Championships,Senior Men,NIJHAWAN Nikhil,-,-,68,,,
2024,World Championships,U23 Women,SATKOVA Gabriela,1,-,-,,,
2024,World Championships,U23 Women,BERTONCELLI Marta,2,-,-,,,
2024,World Championships,U23 Women,HOCEVAR Eva Alina,3,2,-,,,
2024,World Championships,U23 Women,KNEBLOVA Tereza,4,-,5,,,
2024,World Championships,U23 Women,DELASSUS Doriane,5,-,25,,,
2024,World Championships,U23 Women,LUKNAROVA Emanuela,6,-,-,,,
2024,World Championships,U23 Women,CHLEBOVA Ivana,7,23,19,,,
2024,World Championships,U23 Women,CASTRYCK Camille,8,-,-,,,
2024,World Championships,U23 Women,KNEBLOVA Klara,9,17,46,,,
2024,World Championships,U23 Women,PESCE-ROUE Nina,10,-,-,,,
2024,World Championships,U23 Women,PANZLAFF Jannemien,11,-,-,,,
2024,World Championships,U23 Women,BORGHI Elena,12,-,-,,,
2024,World Championships,U23 Women,GONZALEZ Clara,13,-,47,,,
2024,World Championships,U23 Women,CORCORAN Michaela,14,-,-,,,
2024,World Championships,U23 Women,MILLER Ellis,15,9,17,,,
2024,World Championships,U23 Women,MICOZZI Elena,16,-,-,,,
2024,World Championships,U23 Women,THOMAS Hannah,17,32,6,,,
2024,World Championships,U23 Women,KRECH Lucie,18,-,-,,,
2024,World Championships,U23 Women,BEDNARCZYK Martyna,19,-,-,,,
2024,World Championships,U23 Women,O'CALLAGHAN Georgia,20,36,11,,,
2024,World Championships,U23 Women,ELLIS Rachel,21,-,-,,,
2024,World Championships,U23 Women,ANANYEVA Anastassiya,22,48,22,,,
2024,World Championships,U23 Women,ALTMAN Marcella,23,20,33,,,
2024,World Championships,U23 Women,LIBER Katarzyna,24,-,-,,,
2024,World Championships,U23 Women,LIU Gaoyi,25,-,-,,,
2024,World Championships,U23 Women,LIU Jiayin,26,-,-,,,
2024,World Championships,U23 Women,BLYTHE-SHIELDS Joanna,27,-,-,,,
2024,World Championships,U23 Women,WU Yishan,28,-,-,,,
2024,World Championships,U23 Women,GARCIA Izar,29,-,-,,,
2024,World Championships,U23 Women,LOPEZ Nora,30,-,15,,,
2024,World Championships,U23 Women,DAVIDSON Codie,31,-,-,,,
2024,World Championships,U23 Women,DURATNA Stanislava,32,26,-,,,
2024,World Championships,U23 Women,PLATA Laura,33,44,30,,,
2024,World Championships,U23 Women,SOMMERNES Iris,34,39,21,,,
2024,World Championships,U23 Women,RAPPE Kimberley,35,-,-,,,
2024,World Championships,U23 Women,JUG Asja,36,-,-,,,
2024,World Championships,U23 Women,BELINGAR Sara,37,19,-,,,
2024,World Championships,U23 Women,HORLOVA Oleksandra,38,37,31,,,
2024,World Championships,U23 Women,BENGERI Katja,-,-,-,,,
2024,World Championships,U23 Women,BALDONI Lea,-,31,10,,,
2024,World Championships,U23 Women,LEAVER Lois,-,1,13,,,
2024,World Championships,U23 Women,BEKOVA Katerina,-,3,3,,,
2024,World Championships,U23 Women,NESNIDALOVA Lucie,-,4,-,,,
2024,World Championships,U23 Women,PIETRACHA Eva,-,5,18,,,
2024,World Championships,U23 Women,VUITTON Emma,-,6,1,,,
2024,World Championships,U23 Women,BRZESKA Dominika,-,7,9,,,
2024,World Championships,U23 Women,PISTONI Lucia,-,8,-,,,
2024,World Championships,U23 Women,SRIBAR Ria,-,10,14,,,
2024,World Championships,U23 Women,APEL Emily,-,11,4,,,
2024,World Championships,U23 Women,GONI Leire,-,12,2,,,
2024,World Championships,U23 Women,PLOCHMANN Antonia,-,13,26,,,
2024,World Championships,U23 Women,KANG Macy,-,14,40,,,
2024,World Championships,U23 Women,ITO Kurumi,-,15,-,,,
2024,World Championships,U23 Women,DURECOVA Kristina,-,16,-,,,
2024,World Championships,U23 Women,MATTI Svenja,-,18,20,,,
2024,World Championships,U23 Women,MARTIN LAEME Ilona,-,21,-,,,
2024,World Championships,U23 Women,WU Ting-I,-,22,32,,,
2024,World Championships,U23 Women,MA Shina,-,24,44,,,
2024,World Championships,U23 Women,MALAGUTI Francesca,-,25,-,,,
2024,World Championships,U23 Women,LI Shiting,-,27,38,,,
2024,World Championships,U23 Women,CORCORAN Madison,-,28,-,,,
2024,World Championships,U23 Women,PLOCHMANN Annkatrin,-,29,7,,,
2024,World Championships,U23 Women,MARINI Milena,-,30,-,,,
2024,World Championships,U23 Women,SOFIA Daniela,-,33,23,,,
2024,World Championships,U23 Women,ODRIOZOLA Maite,-,34,48,,,
2024,World Championships,U23 Women,OLSON Beatrice,-,35,37,,,
2024,World Championships,U23 Women,NAGASU Momoka,-,38,12,,,
2024,World Championships,U23 Women,DUC Jessica,-,40,28,,,
2024,World Championships,U23 Women,YAN Xuemei,-,41,42,,,
