Season,Competition,Category,Athlete,C1,K1,X1,,,
2024,World Championships,U23 Women,UHL Pipi,-,42,41,,,
2024,World Championships,U23 Women,AGUIRRE GONZALEZ Florencia,-,43,29,,,
2024,World Championships,U23 Women,NIAMTHONG Jaruwan,-,45,16,,,
2024,World Championships,U23 Women,MACKIE Ada,-,46,-,,,
2024,World Championships,U23 Women,LAMPIC Ema,-,47,-,,,
2024,World Championships,U23 Women,WILSON Jaimee,-,49,35,,,
2024,World Championships,U23 Women,XHEMAJLJI Blandine,-,50,-,,,
2024,World Championships,U23 Women,SALASEVICIUTE-TURBINOVA Veronika,-,51,24,,,
2024,World Championships,U23 Women,GELAZIUTE Kornelija,-,52,-,,,
2024,World Championships,U23 Women,HORLOVA Valentyna,-,-,43,,,
2024,World Championships,U23 Women,LARICHE Emily,-,-,-,,,
2024,World Championships,U23 Women,SHATTOCK Katherine,-,-,8,,,
2024,World Championships,U23 Women,LI Lin,-,-,27,,,
2024,World Championships,U23 Women,IZOVA Petronela,-,-,34,,,
2024,World Championships,U23 Women,JOUBERT Perrine,-,-,36,,,
2024,World Championships,U23 Women,VAJSOVA Barbora,-,-,39,,,
2024,World Championships,U23 Women,SAMKOVA Olga,-,-,45,,,
2024,World Championships,U23 Men,TRIPANO Manuel,1,24,-,,,
2024,World Championships,U23 Men,SENECHAULT Yohann,2,-,-,,,
2024,World Championships,U23 Men,KRATOCHVIL Lukas,3,-,39,,,
2024,World Championships,U23 Men,ROYLE Luc,4,-,-,,,
2024,World Championships,U23 Men,BARZON Martino,5,-,-,,,
2024,World Championships,U23 Men,ROZENTALS Kurts,6,-,-,,,
2024,World Championships,U23 Men,KRAL Adam,7,-,-,,,
2024,World Championships,U23 Men,VICENTE Marc,8,-,48,,,
2024,World Championships,U23 Men,SPAGNOL Marino,9,-,-,,,
2024,World Championships,U23 Men,MACUS Ludovit,10,-,-,,,
2024,World Championships,U23 Men,CROSBEE Mark,11,40,47,,,
2024,World Championships,U23 Men,PUCHNER Oliver,12,-,36,,,
2024,World Championships,U23 Men,POLENCIC Nejc,13,-,-,,,
2024,World Championships,U23 Men,ADISSON Tanguy,14,-,-,,,
2024,World Championships,U23 Men,KRATOCHVIL Martin,15,-,-,,,
2024,World Championships,U23 Men,MCDONALD Edward,16,-,-,,,
2024,World Championships,U23 Men,KIES Benjamin,17,-,-,,,
2024,World Championships,U23 Men,DEBLIQUY Mewen,18,-,-,,,
2024,World Championships,U23 Men,GINZEL Konrad,19,-,-,,,
2024,World Championships,U23 Men,BALDONI Alex,20,35,9,,,
2024,World Championships,U23 Men,NOWOBILSKI Szymon,21,-,-,,,
2024,World Championships,U23 Men,JAVORNIK Jus,22,-,29,,,
2024,World Championships,U23 Men,FRANCIS Nathaniel,23,-,-,,,
2024,World Championships,U23 Men,SHU Liang,24,-,-,,,
2024,World Championships,U23 Men,SAITO Shota,25,-,-,,,
2024,World Championships,U23 Men,SHEN Yufei,26,-,-,,,
2024,World Championships,U23 Men,ROZENTALS Klass Francisks,27,71,55,,,
2024,World Championships,U23 Men,STAFFEN David,28,-,-,,,
2024,World Championships,U23 Men,SARAMANDIF Terence,29,-,61,,,
2024,World Championships,U23 Men,MAIUTTO Elio,30,-,-,,,
2024,World Championships,U23 Men,KRAJCI Samuel,31,-,-,,,
2024,World Championships,U23 Men,CURTIN Dominic,32,43,11,,,
2024,World Championships,U23 Men,GUTKNECHT Patrick,33,-,-,,,
2024,World Championships,U23 Men,ANDERSON Finn,34,-,72,,,
2024,World Championships,U23 Men,LYU Luhui,35,-,-,,,
2024,World Championships,U23 Men,SOWIZRAL Szymon,36,-,-,,,
2024,World Championships,U23 Men,KRIZAJ Adam,37,-,-,,,
2024,World Championships,U23 Men,IMAZ Markel,38,-,-,,,
2024,World Championships,U23 Men,YAZICI Emir Fazil,39,-,-,,,
2024,World Championships,U23 Men,WU Jung-Cheng,40,-,-,,,
2024,World Championships,U23 Men,JEMAI Salim,41,22,23,,,
2024,World Championships,U23 Men,BONDAR Vadym,42,-,-,,,
2024,World Championships,U23 Men,FENTANES Ricardo,43,-,-,,,
2024,World Championships,U23 Men,SENIOR James,44,-,-,,,
2024,World Championships,U23 Men,POLISHCHUK Bohdan,45,-,-,,,
2024,World Championships,U23 Men,PUMPUTIS Visvaldas,46,-,-,,,
2024,World Championships,U23 Men,SEGURA Alex,47,-,41,,,
2024,World Championships,U23 Men,PANKHURST George,48,-,76,,,
2024,World Championships,U23 Men,BENGERI Roko,-,-,-,,,
2024,World Championships,U23 Men,DELASSUS Anatole,-,1,2,,,
2024,World Championships,U23 Men,KREJCI Jakub,-,2,6,,,
2024,World Championships,U23 Men,TOMINC Lan,-,3,-,,,
2024,World Championships,U23 Men,LEAVER Sam,-,4,52,,,
2024,World Championships,U23 Men,HAYLETT Ben,-,5,34,,,
2024,World Championships,U23 Men,FRIEDENSON Kaelin,-,6,40,,,
2024,World Championships,U23 Men,VUITTON Leo,-,7,19,,,
2024,World Championships,U23 Men,DIETZ Enrico,-,8,38,,,
2024,World Championships,U23 Men,VERNON Reilly,-,9,-,,,
2024,World Championships,U23 Men,FERRAZZI Xabier,-,10,25,,,
2024,World Championships,U23 Men,DICKSON Jonny,-,11,5,,,
2024,World Championships,U23 Men,KUCHNO Tadeusz,-,12,4,,,
2024,World Championships,U23 Men,VALANT Ulan,-,13,-,,,
2024,World Championships,U23 Men,STANKO Filip,-,14,31,,,
2024,World Championships,U23 Men,ROHRER Pitt,-,15,17,,,
2024,World Championships,U23 Men,JOSEPH Joshua,-,16,-,,,
2024,World Championships,U23 Men,LOCNIKAR Jan,-,17,-,,,
2024,World Championships,U23 Men,UKALOVIC Thomas,-,18,32,,,
2024,World Championships,U23 Men,MUTO Yusuke,-,19,15,,,
2024,World Championships,U23 Men,PETRUSHEV Angel,-,20,14,,,
2024,World Championships,U23 Men,HERMANSKY Jan,-,21,-,,,
2024,World Championships,U23 Men,GONI Alex,-,23,-,,,
2024,World Championships,U23 Men,STAFFEN Matus,-,25,-,,,
2024,World Championships,U23 Men,PANICO Tommaso,-,26,21,,,
2024,World Championships,U23 Men,BIZEK Marek,-,27,73,,,
2024,World Championships,U23 Men,FEDORENKO Oleksandr,-,28,63,,,
2024,World Championships,U23 Men,RACZ Koppany,-,29,-,,,
2024,World Championships,U23 Men,CHRISTIE-WILLIAMS John Coleman,-,30,-,,,
2024,World Championships,U23 Men,UHL Michel,-,31,28,,,
2024,World Championships,U23 Men,CIAGLO Michal,-,32,42,,,
2024,World Championships,U23 Men,ZEITLHOFER Simon,-,33,43,,,
2024,World Championships,U23 Men,CONTRERAS Manel,-,34,27,,,
2024,World Championships,U23 Men,MATTI Livio,-,36,-,,,
2024,World Championships,U23 Men,AUBERTIN Maxime,-,37,7,,,
2024,World Championships,U23 Men,STANZEL Christian,-,38,46,,,
2024,World Championships,U23 Men,COLLIER Nicholas,-,39,10,,,
2024,World Championships,U23 Men,MAMBETOV Imangali,-,41,24,,,
2024,World Championships,U23 Men,BUECHNER Jonas,-,42,12,,,
2024,World Championships,U23 Men,FARRAN Miquel,-,44,18,,,
2024,World Championships,U23 Men,ZIELONKA Mark,-,45,44,,,
2024,World Championships,U23 Men,KREMSLEHNER Moritz,-,46,22,,,
2024,World Championships,U23 Men,RIVARD Mael,-,47,35,,,
2024,World Championships,U23 Men,GRIMANDI Gabriele,-,48,-,,,
2024,World Championships,U23 Men,MONTALTO Sebastian,-,49,-,,,
2024,World Championships,U23 Men,HU Zhaoshan,-,50,16,,,
2024,World Championships,U23 Men,NESHIME Daisuke,-,51,56,,,
2024,World Championships,U23 Men,KITAMURA Koki,-,52,-,,,
2024,World Championships,U23 Men,KOSCIUKIEWICZ Marcin,-,53,-,,,
2024,World Championships,U23 Men,SOVKO Serhii,-,54,74,,,
2024,World Championships,U23 Men,IVCHENKO Artem,-,55,30,,,
2024,World Championships,U23 Men,CARNEIRO Victor Eduardo,-,56,59,,,
2024,World Championships,U23 Men,ZHANG Jiahao,-,57,70,,,
2024,World Championships,U23 Men,CANO MOLE Luca,-,58,57,,,
2024,World Championships,U23 Men,DA SILVA FERREIRA Allan Kaua,-,59,51,,,
2024,World Championships,U23 Men,JIA Shicheng,-,60,78,,,
2024,World Championships,U23 Men,YILMAZ Serkan Ozcan,-,61,-,,,
2024,World Championships,U23 Men,WELLING Yoeri,-,62,67,,,
2024,World Championships,U23 Men,RIBARSKI Stefan,-,63,60,,,
2024,World Championships,U23 Men,ANDEREGG Noe,-,64,62,,,
2024,World Championships,U23 Men,YOUSRI Jalil Ilias,-,65,-,,,
2024,World Championships,U23 Men,GRAVITIS Edgars,-,66,66,,,
2024,World Championships,U23 Men,MARTINEZ Jesus,-,67,53,,,
2024,World Championships,U23 Men,DORDEVIC Marko,-,68,-,,,
2024,World Championships,U23 Men,MANIET Mathys,-,69,64,,,
2024,World Championships,U23 Men,VAINAUSKAS Paulius,-,70,-,,,
2024,World Championships,U23 Men,PARK Moorim,-,72,69,,,
2024,World Championships,U23 Men,PALEAU-BRASSEUR Edgar,-,73,-,,,
2024,World Championships,U23 Men,RUMANSKY Richard,-,74,75,,,
2024,World Championships,U23 Men,LIAO Li-Hong,-,75,-,,,
2024,World Championships,U23 Men,RATHOD Pradhyumna Singh,-,76,71,,,
2024,World Championships,U23 Men,REINOSO Fernando,-,77,65,,,
2024,World Championships,U23 Men,VARNALIEV Marko,-,78,80,,,
2024,World Championships,U23 Men,KAYA Sevket,-,79,-,,,
2024,World Championships,U23 Men,VILKAITIS Marius,-,80,-,,,
2024,World Championships,U23 Men,FIANDER Ossian,-,81,77,,,
2024,World Championships,U23 Men,PILBROW Ben,-,82,-,,,
2024,World Championships,U23 Men,YILMAZ Kubilay,-,83,-,,,
2024,World Championships,U23 Men,SCHEDLBAUER Maximilian,-,-,-,,,
2024,World Championships,U23 Men,ADISSON Gael,-,-,1,,,
2024,World Championships,U23 Men,NOVAK Matyas,-,-,3,,,
2024,World Championships,U23 Men,LONG Kyler James,-,-,8,,,
2024,World Championships,U23 Men,MAYER Thomas,-,-,13,,,
2024,World Championships,U23 Men,MASTALSKI Mikolaj,-,-,20,,,
2024,World Championships,U23 Men,HELLO Joris,-,-,26,,,
2024,World Championships,U23 Men,FEHLMANN Nicolas,-,-,33,,,
2024,World Championships,U23 Men,ROELLER Tillmann,-,-,37,,,
2024,World Championships,U23 Men,GALEA Riley,-,-,45,,,
2024,World Championships,U23 Men,DYDA Jakub,-,-,49,,,
2024,World Championships,U23 Men,SAVLI Jakob,-,-,50,,,
2024,World Championships,U23 Men,HROMEK Matus,-,-,54,,,
2024,World Championships,U23 Men,ZHU Bowen,-,-,58,,,
2024,World Championships,U23 Men,MARIEN Martin,-,-,68,,,
2024,World Championships,U23 Men,MORLEY Tom,-,-,79,,,
2024,World Championships,U23 Men,SEVCIK Jakub,-,-,-,,,
2024,World Championships,Junior Women,YANG Ting,1,-,-,,,
2024,World Championships,Junior Women,QUEMERAIS Lena,2,6,44,,,
2024,World Championships,Junior Women,KOCIROVA Valentyna,3,-,8,,,
2024,World Championships,Junior Women,HEYDENREICH Christin,4,9,7,,,
2024,World Championships,Junior Women,KRECH Neele,5,-,48,,,
2024,World Championships,Junior Women,STEPANKOVA Marketa,6,-,-,,,
2024,World Championships,Junior Women,SEGURA Haizea,7,4,2,,,
2024,World Championships,Junior Women,XU Jiaqi,8,-,-,,,
2024,World Championships,Junior Women,VUILLEUMIER Eyleen,9,12,5,,,
2024,World Championships,Junior Women,PINTERIC Naja,10,13,1,,,
2024,World Championships,Junior Women,DIEMER Carolin,11,-,-,,,
2024,World Championships,Junior Women,LAPEZE Margot,12,-,17,,,
2024,World Championships,Junior Women,BLYTHE-SHIELDS Zoe,13,10,-,,,
2024,World Championships,Junior Women,ERLOVA Natalie,14,-,-,,,
2024,World Championships,Junior Women,BUETIKOFER Fia,15,39,-,,,
2024,World Championships,Junior Women,LAMPIC Ema,16,-,-,,,
2024,World Championships,Junior Women,CLEMENTS Claire,17,26,15,,,
2024,World Championships,Junior Women,PLANES Jana,18,36,43,,,
2024,World Championships,Junior Women,KONTCHAKOV Arina,19,8,6,,,
2024,World Championships,Junior Women,KIRKOWSKA Julia,20,-,-,,,
2024,World Championships,Junior Women,OETTING Carden,21,29,21,,,
2024,World Championships,Junior Women,MCMULLINS Darcey,22,-,11,,,
2024,World Championships,Junior Women,PU Meiduo,23,-,36,,,
2024,World Championships,Junior Women,ALTMAN Isabella,24,18,14,,,
2024,World Championships,Junior Women,SOSKOVA Petra,25,47,-,,,
2024,World Championships,Junior Women,SURMA Vladyslava,26,32,41,,,
2024,World Championships,Junior Women,BRUGVIN Camille,27,33,45,,,
2024,World Championships,Junior Women,MACKIE Ada,28,-,37,,,
2024,World Championships,Junior Women,SENICA Lea,29,-,26,,,
2024,World Championships,Junior Women,CROSBEE Sarah,30,11,33,,,
2024,World Championships,Junior Women,VAJSOVA Alexandra,31,-,-,,,
2024,World Championships,Junior Women,SIMONA Anna,32,17,29,,,
2024,World Championships,Junior Women,LARICHE Emily,33,-,-,,,
2024,World Championships,Junior Women,TARE Eliza,34,49,31,,,
2024,World Championships,Junior Women,DAVIDSON Codie,-,24,3,,,
2024,World Championships,Junior Women,BLUME Mina,-,21,4,,,
2024,World Championships,Junior Women,VOJTIKOVA Klara,-,-,9,,,
2024,World Championships,Junior Women,MUELLER Nova,-,19,10,,,
2024,World Championships,Junior Women,PIGNAT Caterina,-,3,12,,,
2024,World Championships,Junior Women,GALUSKOVA Bara,-,15,13,,,
2024,World Championships,Junior Women,HE Yuanyuan,-,16,16,,,
2024,World Championships,Junior Women,ALFER Sofia,-,27,18,,,
2024,World Championships,Junior Women,ABRAHAMOVA Karolina,-,7,19,,,
2024,World Championships,Junior Women,REX Rosie,-,38,20,,,
2024,World Championships,Junior Women,MOINIAN Florance,-,-,22,,,
2024,World Championships,Junior Women,DUSIK Aleksandra,-,-,23,,,
2024,World Championships,Junior Women,KHARLAMOVA Anhelina,-,30,24,,,
2024,World Championships,Junior Women,GOIKOETXEA Ainara,-,-,25,,,
2024,World Championships,Junior Women,STERRY Sadie,-,-,27,,,
2024,World Championships,Junior Women,TARANTSEVA Yekaterina,-,25,28,,,
2024,World Championships,Junior Women,VAN VLIET Veerle,-,45,30,,,
2024,World Championships,Junior Women,TROWER Hannah,-,50,32,,,
2024,World Championships,Junior Women,MOINIAN Anais,-,44,34,,,
2024,World Championships,Junior Women,ZOU Yuhan,-,22,35,,,
2024,World Championships,Junior Women,PATEMAN Tess,-,41,38,,,
2024,World Championships,Junior Women,DOONEY Mayah,-,40,39,,,
2024,World Championships,Junior Women,SONG Chengcheng,-,42,40,,,
2024,World Championships,Junior Women,KOSEK Ruby,-,-,42,,,
2024,World Championships,Junior Women,CRINO Lucy,-,35,46,,,
2024,World Championships,Junior Women,MRAZKOVA Klara,-,1,47,,,
2024,World Championships,Junior Women,VUITTON Camille,-,43,-,,,
2024,World Championships,Junior Women,YER Elif Ceylin,-,46,-,,,
2024,World Championships,Junior Women,DANEK Hanna,-,2,-,,,
2024,World Championships,Junior Women,HOJDOVA Marketa,-,5,-,,,
2024,World Championships,Junior Women,ONOZAWA Mine,-,14,-,,,
2024,World Championships,Junior Women,MANIET Lilou,-,20,-,,,
2024,World Championships,Junior Women,SKOK Ula,-,23,-,,,
2024,World Championships,Junior Women,GLOBOKAR Sara,-,28,-,,,
2024,World Championships,Junior Women,KRUTA Sandra,-,31,-,,,
2024,World Championships,Junior Women,LOVATO Isabel,-,34,-,,,
2024,World Championships,Junior Women,PIPREK Zuzanna,-,37,-,,,
2024,World Championships,Junior Men,HOCEVAR Ziga Lin,1,1,2,,,
2024,World Championships,Junior Men,CORNU Martin,2,2,5,,,
2024,World Championships,Junior Men,ZIMMERMANN Niels,3,-,-,,,
2024,World Championships,Junior Men,EGYHAZY Dominik,4,-,-,,,
2024,World Championships,Junior Men,KSIAZEK Krzysztof,5,-,-,,,
2024,World Championships,Junior Men,DIAZ Oier,6,-,17,,,
2024,World Championships,Junior Men,TROJANSEK Matej,7,-,-,,,
2024,World Championships,Junior Men,VICENTE Jan,8,12,8,,,
2024,World Championships,Junior Men,WEBER Anton,9,-,-,,,
2024,World Championships,Junior Men,ESTANGUET Titouan,10,9,13,,,
2024,World Championships,Junior Men,HEGER Jonas,11,-,75,,,
2024,World Championships,Junior Men,VONES Jakub,12,-,-,,,
2024,World Championships,Junior Men,SACHERS Felix,13,15,11,,,
2024,World Championships,Junior Men,RIEGEL Patrik,14,-,-,,,
2024,World Championships,Junior Men,MALY Vojtech,15,-,-,,,
2024,World Championships,Junior Men,PARLAK Mustafa,16,-,-,,,
2024,World Championships,Junior Men,PUCZEL Igor,17,-,46,,,
2024,World Championships,Junior Men,PONTAROLLO Riccardo,18,-,-,,,
2024,World Championships,Junior Men,PARRY Daniel,19,30,-,,,
2024,World Championships,Junior Men,JEKLIN Andrej,20,-,-,,,
2024,World Championships,Junior Men,RIZZIERI Luca,21,-,-,,,
2024,World Championships,Junior Men,ZIMMERMAN Isaac,22,56,16,,,
2024,World Championships,Junior Men,CARSKY Branislav,23,-,-,,,
2024,World Championships,Junior Men,LIU Xu,24,-,-,,,
2024,World Championships,Junior Men,CHEN Zihuan,25,26,82,,,
2024,World Championships,Junior Men,MBELU Azuka,26,-,9,,,
2024,World Championships,Junior Men,VARSLAVANS Emils,27,-,-,,,
2024,World Championships,Junior Men,CHANG Fu-Hua,28,-,-,,,
2024,World Championships,Junior Men,DEBLIQUY Elouan,29,8,33,,,
2024,World Championships,Junior Men,ZACHOS Ioannis,30,-,58,,,
2024,World Championships,Junior Men,LIU Keyang,31,-,-,,,
2024,World Championships,Junior Men,WRIGHT Isaac,32,-,-,,,
2024,World Championships,Junior Men,BOHN Luca,33,-,-,,,
2024,World Championships,Junior Men,MCKAY Owen,34,-,-,,,
2024,World Championships,Junior Men,FLORISSON Hunter,35,-,42,,,
2024,World Championships,Junior Men,PAGE-BROWN Fergus,36,-,-,,,
2024,World Championships,Junior Men,SOKOLOV Dmytro,37,52,53,,,
2024,World Championships,Junior Men,KETTLE William,38,-,-,,,
2024,World Championships,Junior Men,OBLINGER Milo,39,49,49,,,
2024,World Championships,Junior Men,KONOVCHENKO Nikita,40,-,-,,,
2024,World Championships,Junior Men,VAINAUSKAS Paulius,41,-,-,,,
2024,World Championships,Junior Men,LARICHE Ian,42,-,-,,,
2024,World Championships,Junior Men,SOTO Geral,43,-,-,,,
2024,World Championships,Junior Men,TSENG Hsin-Kuang,44,-,-,,,
2024,World Championships,Junior Men,ANTONOV Sergei,45,-,69,,,
2024,World Championships,Junior Men,BIERNAT Piotr,46,-,-,,,
2024,World Championships,Junior Men,ARDEN Lewis,47,-,-,,,
2024,World Championships,Junior Men,PATHIYAL Aditya,48,-,60,,,
2024,World Championships,Junior Men,KOROBOV Alexandr,49,41,54,,,
2024,World Championships,Junior Men,ONGCHIT Nantipat,-,-,68,,,
2024,World Championships,Junior Men,NOR George,51,-,-,,,
2024,World Championships,Junior Men,POKSANS Dags,53,-,-,,,
2024,World Championships,Junior Men,AYSAN Talu,54,-,-,,,
2024,World Championships,Junior Men,MOSUNOVS Stanislavs,55,-,-,,,
2024,World Championships,Junior Men,KOPECEK Michal,-,3,27,,,
2024,World Championships,Junior Men,BURGER Jachym,-,4,35,,,
2024,World Championships,Junior Men,PANZER Martin,-,5,-,,,
2024,World Championships,Junior Men,PISTONI Michele,-,6,25,,,
2024,World Championships,Junior Men,BREGAR Domen,-,7,-,,,
2024,World Championships,Junior Men,LONG Merle,-,10,7,,,
2024,World Championships,Junior Men,CLOTET JUANMARTI Faust,-,11,1,,,
2024,World Championships,Junior Men,NARDO Andrea,-,13,-,,,
2024,World Championships,Junior Men,LI Huiming,-,14,76,,,
2024,World Championships,Junior Men,WILLIAMS Gwion,-,16,14,,,
2024,World Championships,Junior Men,HODAS-PAUER Daniel,-,17,-,,,
2024,World Championships,Junior Men,KOS Tin,-,18,-,,,
2024,World Championships,Junior Men,MING Xingzhou,-,19,44,,,
2024,World Championships,Junior Men,KASPER Dominic,-,20,80,,,
2024,World Championships,Junior Men,BIERMANS Nils,-,21,22,,,
2024,World Championships,Junior Men,HARTMANN Luis,-,22,18,,,
2024,World Championships,Junior Men,STEINBRENNER Max,-,23,21,,,
2024,World Championships,Junior Men,TORRAS Thyzzian,-,24,-,,,
2024,World Championships,Junior Men,PLAUDIS Martins,-,25,52,,,
2024,World Championships,Junior Men,WYLLIE Oscar,-,27,19,,,
2024,World Championships,Junior Men,BECKE David,-,28,74,,,
2024,World Championships,Junior Men,KULCZYCKI Marek,-,29,20,,,
2024,World Championships,Junior Men,SAITO Teppei,-,31,-,,,
2024,World Championships,Junior Men,BILLAUT Sevan,-,32,77,,,
2024,World Championships,Junior Men,GOLDSMITH Oliver,-,33,29,,,
2024,World Championships,Junior Men,JABLONSKI Joachim,-,34,-,,,
2024,World Championships,Junior Men,KRACHKO Arkhyp,-,35,62,,,
2024,World Championships,Junior Men,SEEBACHER Jakob,-,36,61,,,
2024,World Championships,Junior Men,HANRAHAN Jonah,-,37,3,,,
2024,World Championships,Junior Men,BAZIC Vuk,-,38,-,,,
2024,World Championships,Junior Men,PISTONI Nicola,-,39,-,,,
2024,World Championships,Junior Men,BUETIKOFER Arik,-,40,15,,,
2024,World Championships,Junior Men,NOGAJ Kadin,-,42,-,,,
2024,World Championships,Junior Men,MATVIIENKO Rostyslav,-,43,57,,,
2024,World Championships,Junior Men,AVERKINAS Adrijus,-,44,24,,,
2024,World Championships,Junior Men,WILHELMER Noah,-,45,43,,,
2024,World Championships,Junior Men,KUNIEDA Naohiro,-,46,-,,,
2024,World Championships,Junior Men,CHRISTIE WILLIAMS Wyatt,-,47,-,,,
2024,World Championships,Junior Men,DUDA Filip,-,48,47,,,
2024,World Championships,Junior Men,NEDELJKOVIC Milutin,-,50,-,,,
2024,World Championships,Junior Men,VIEIRA DE SOUZA Jose Augusto,-,51,28,,,
2024,World Championships,Junior Men,POPIERA Rokas,-,53,51,,,
2024,World Championships,Junior Men,PARKER Jayden,-,54,-,,,
2024,World Championships,Junior Men,LAMBERMONT Loic,-,55,73,,,
2024,World Championships,Junior Men,LIN Chao-Jun,-,57,-,,,
2024,World Championships,Junior Men,ARSOVSKI Andrej,-,58,70,,,
2024,World Championships,Junior Men,NA Yeonsu,-,59,30,,,
2024,World Championships,Junior Men,DAUNORAS Kornelijus,-,60,45,,,
2024,World Championships,Junior Men,GJORGJIEV Ilija,-,61,65,,,
2024,World Championships,Junior Men,FIANDER Carl,-,62,56,,,
2024,World Championships,Junior Men,WOERNER Edward,-,63,-,,,
2024,World Championships,Junior Men,LIGNE Adrian,-,64,71,,,
2024,World Championships,Junior Men,VAN HEERDEN Matthew,-,65,79,,,
2024,World Championships,Junior Men,STAMP James,-,66,83,,,
2024,World Championships,Junior Men,CHU Hung-Yu,-,67,-,,,
2024,World Championships,Junior Men,FIANDER Gustaf,-,68,-,,,
2024,World Championships,Junior Men,BOGDANOV Nikita,-,69,32,,,
2024,World Championships,Junior Men,GEORGE Bennett,-,70,23,,,
2024,World Championships,Junior Men,MACIJAUSKS Martins,-,71,66,,,
2024,World Championships,Junior Men,CARRASCO CADILLO Juan Antonio,-,72,67,,,
2024,World Championships,Junior Men,MAGAN Raage,-,73,64,,,
2024,World Championships,Junior Men,FARADAY Lachlan,-,74,37,,,
2024,World Championships,Junior Men,HODON Samuel,-,75,-,,,
2024,World Championships,Junior Men,SMILEV Kristijan,-,76,72,,,
2024,World Championships,Junior Men,MAGAN Aar,-,77,84,,,
2024,World Championships,Junior Men,MUNTEANU Daniel,-,-,-,,,
2024,World Championships,Junior Men,TASKIRAN Hasan Mert,-,-,31,,,
2024,World Championships,Junior Men,TRIOMPHE Ianis,-,-,4,,,
2024,World Championships,Junior Men,SKUBIK David,-,-,6,,,
2024,World Championships,Junior Men,KORINEK Matyas,-,-,10,,,
2024,World Championships,Junior Men,LEHNER Paul,-,-,12,,,
2024,World Championships,Junior Men,ZHANG Hejie,-,-,26,,,
2024,World Championships,Junior Men,ZVOLSKY Kristian,-,-,34,,,
2024,World Championships,Junior Men,JEKLIN Rene,-,-,36,,,
2024,World Championships,Junior Men,BOSSHARD Delfo,-,-,38,,,
2024,World Championships,Junior Men,BENDER Callum,-,-,39,,,
2024,World Championships,Junior Men,SAMPSON Joseph,-,-,40,,,
2024,World Championships,Junior Men,CECH Ondrej,-,-,41,,,
2024,World Championships,Junior Men,KOFLER Aaron,-,-,48,,,
2024,World Championships,Junior Men,CORVALAN Felix,-,-,50,,,
2024,World Championships,Junior Men,BLACKBURN Finnigan,-,-,55,,,
2024,World Championships,Junior Men,SMIESKO Michal,-,-,59,,,
2024,World Championships,Junior Men,LONG Bryson,-,-,63,,,
2024,World Championships,Junior Men,SZOSTAK Michal,-,-,78,,,
2024,World Championships,Junior Men,RITCHIE Scott,-,-,81,,,